Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,Headlines
2021-01-04,210.42111206054688,217.75999450683594,220.25,214.24000549316406,220.25,10318300,,210.42111206054688,210.42111206054688,V,VISA Inc.,US work visa ban extended until March 31 by Trump | Trump Extends his Visa  Pause  Through March 2021
2021-01-05,207.28060913085938,214.50999450683594,218.4600067138672,213.63999938964844,216.30999755859375,6869700,-0.014924847126479679,209.635986328125,210.13561179421163,V,VISA Inc.,
2021-01-06,205.45428466796875,212.6199951171875,216.1699981689453,212.07000732421875,213.8000030517578,7206200,-0.008810879466962795,208.59056091308594,209.71003660091682,V,VISA Inc.,YouTrip Inks Six - Year Partnership with Visa to Expand its Footprint in Southeast Asia
2021-01-07,206.6042022705078,213.80999755859375,215.22000122070312,212.1999969482422,212.1999969482422,10967900,0.00559695118744985,208.0939712524414,209.4276880254251,V,VISA Inc.,Expired UAE visit visas valid till January 26 | E - wallet YouTrip ties up with Visa as it looks to enter PHL mart
2021-01-08,208.1889190673828,215.4499969482422,216.1199951171875,212.75,214.1699981689453,6513000,0.007670302827626596,208.11770820617676,209.31507266560308,V,VISA Inc.,UAE Golden Visa : Barcelona legend gets long - term residence | UAE Golden Visa : Barcelona legend gets long - term residence
2021-01-11,205.7152099609375,212.88999938964844,214.86000061035156,212.47999572753906,213.9600067138672,7353100,-0.011882040204285182,207.51708364486694,208.98781241972438,V,VISA Inc.,"Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa proposes common protocol for offline payments"
2021-01-12,201.821044921875,208.86000061035156,212.7899932861328,207.47000122070312,212.33999633789062,9331600,-0.018929883890461685,206.09307396411896,208.3362881017381,V,VISA Inc.,"Visa and Plaid Abandon Merger After Antitrust Division Suit to Block | OPA | Visa Abandons Planned Acquisition of Plaid After DOJ Challenge | Visa , Plaid call off merger following antitrust pressure | Visa , Plaid terminate merger pact after U . S . antitrust lawsuit | Visa and Plaid call off $5 . 3 billion merger after Justice Department objection"
2021-01-13,202.29449462890625,209.35000610351562,211.0,208.6300048828125,209.41000366210938,6688500,0.0023458886917095967,205.14342913031578,207.78703414966247,V,VISA Inc.,"Visa , Mastercard stocks get upgrades at Jefferies | Visa and Plaid Announce Mutual Termination of Merger Agreement | Visa , Plaid Terminate $5 . 3 Bln Merger Agreement Due To U . S . Antitrust Lawsuit | Visa , Plaid call off $5 . 3 billion merger following antitrust pressure | Visa Inc . ( NYSE : V ) - Visa Calls Off $5 . 3B Merger Deal With Plaid Over DOJ Lawsuit"
2021-01-14,195.0569305419922,201.86000061035156,211.2100067138672,201.72999572753906,210.57000732421875,12887500,-0.03577736556889899,202.62180448323488,206.62975200351062,V,VISA Inc.,"Financial Daily Dose 1 . 13 . 2021 | Top Story : Visa Jettisons Plaid Takeover After DOJ Antitrust Challenge | Robins Kaplan LLP | Dubai agreement to issue special visas , residency permits | Power Moves | Editorial Shakeup at Dazed , Valentino Taps Visa Executive"
2021-01-15,194.7960205078125,201.58999633789062,203.25999450683594,200.42999267578125,201.5399932861328,8755000,-0.0013376096581377839,200.6653584893793,205.55395823117442,V,VISA Inc.,Woman falsely accused Houston detention center of rape in ploy to get visa | Woman falsely accused Houston detention center of rape in ploy to get visa
2021-01-19,194.86367797851562,201.66000366210938,204.1699981689453,200.07000732421875,203.0500030517578,9772000,0.0003473247067715679,199.21493836166337,204.5821145718418,V,VISA Inc.,Plaid to Double Its Workforce in Europe Despite Scrapped Visa Deal | COVID - 19 : UAE suspends visa - free travel agreement with Israel | Department of Labor hailed for finalizing H - 2A visa program
