Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,Headlines,Headline_List,negative,neutral,positive
2021-01-04,209.27316284179688,217.69000244140625,223.0,214.80999755859372,222.52999877929688,37130100,,209.27316284179688,209.27316284179688,MSFT,Microsoft Corporation,"Arlington Asset Investment Corp ( NYSE : AI ), Adobe Systems Incorporated ( NASDAQ : ADBE ) - Is C3 . ai The  LeBron  Of Artificial Intelligence ? 4 Analyst Takes On Recent IPO | AI in Construction Market 2021 Business Trends , COVID - 19 Outbreak , Regional Analysis , Share , Size , Global Segments and Industry Profit Growth | EQUITY ALERT : Rosen Law Firm Files Securities Class Action Lawsuit Against SolarWinds Corporation","['Arlington Asset Investment Corp ( NYSE : AI ), Adobe Systems Incorporated ( NASDAQ : ADBE ) - Is C3 . ai The  LeBron  Of Artificial Intelligence ? 4 Analyst Takes On Recent IPO', 'AI in Construction Market 2021 Business Trends , COVID - 19 Outbreak , Regional Analysis , Share , Size , Global Segments and Industry Profit Growth', 'EQUITY ALERT : Rosen Law Firm Files Securities Class Action Lawsuit Against SolarWinds Corporation']",0.830906093120575,0.14322364330291748,0.025870291516184807
2021-01-05,209.47503662109372,217.8999938964844,218.5200042724609,215.6999969482422,217.25999450683597,23823000,0.000964642463255,209.3236312866211,209.29151500355115,MSFT,Microsoft Corporation,"Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023 | Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023 | Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023 | Financial Research Software Market Will Hit Big Revenues In Future | Money Dashboard , Quicken , PocketSmith , Moneyspire | Financial Research Software Market Will Hit Big Revenues In Future | Money Dashboard , Quicken , PocketSmith , Moneyspire","['Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023', 'Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023', 'Industrial Ethernet Switch Market 2020 Global Overview , Sales Revenue , Opportunities , Competitive Landscape and Comprehensive Research Study 2023', 'Financial Research Software Market Will Hit Big Revenues In Future', 'Money Dashboard , Quicken , PocketSmith , Moneyspire', 'Financial Research Software Market Will Hit Big Revenues In Future', 'Money Dashboard , Quicken , PocketSmith , Moneyspire']",0.7052146196365356,0.290790855884552,0.003994483035057783
2021-01-06,204.04347229003903,212.25,216.4900054931641,211.94000244140625,212.1699981689453,35930700,-0.0259294110585572,208.0035915374756,208.81442021141368,MSFT,Microsoft Corporation,"Retail Sector Blockchain Market Outbreak : Key Trends , Growth , Insights and Forecast to 2027 : COVID - 19 imapct | SaaS Security Market : A Straight Overview of Growing Market & Future Trend by 2027 | Cloud API Market To See Extraordinary Growth | IBM Corporation ( Red Hat ), Microsoft Corporation , Google | Cloud API Market To See Extraordinary Growth | IBM Corporation ( Red Hat ), Microsoft Corporation , Google | Cloud API Market To See Extraordinary Growth | IBM Corporation ( Red Hat ), Microsoft Corporation , Google","['Retail Sector Blockchain Market Outbreak : Key Trends , Growth , Insights and Forecast to 2027 : COVID - 19 imapct', 'SaaS Security Market : A Straight Overview of Growing Market & Future Trend by 2027', 'Cloud API Market To See Extraordinary Growth', 'IBM Corporation ( Red Hat ), Microsoft Corporation , Google', 'Cloud API Market To See Extraordinary Growth', 'IBM Corporation ( Red Hat ), Microsoft Corporation , Google', 'Cloud API Market To See Extraordinary Growth', 'IBM Corporation ( Red Hat ), Microsoft Corporation , Google']",0.6234822869300842,0.37620455026626587,0.00031317706452682614
2021-01-07,209.84999084472656,218.2899932861328,219.33999633789065,213.7100067138672,214.0399932861328,27694500,0.0284572620212706,208.46519136428836,208.90856299626032,MSFT,Microsoft Corporation,"Artificial Intelligence Ai In Market Growth Factors , Trends , Consumption , Production , Revenue and Forecast 2020 - 2023 | Block chain IoT Market 2021 Business Trends , COVID - 19 Outbreak , Strategy , Applications Analysis and Industry Profit Growth by Forecast to 2025 | AI in Insurance Market 2021 Sales Revenue , Grow Pricing , Industry Growth Analysis , COVID - 19 Outbreak , Global Segments and Business Trends | AI in Insurance Market 2021 Sales Revenue , Grow Pricing , Industry Growth Analysis , COVID - 19 Outbreak , Global Segments and Business Trends | Turkey Albayrak Group files lawsuit against Microsoft , seeking $1 . 5 mln in damages","['Artificial Intelligence Ai In Market Growth Factors , Trends , Consumption , Production , Revenue and Forecast 2020 - 2023', 'Block chain IoT Market 2021 Business Trends , COVID - 19 Outbreak , Strategy , Applications Analysis and Industry Profit Growth by Forecast to 2025', 'AI in Insurance Market 2021 Sales Revenue , Grow Pricing , Industry Growth Analysis , COVID - 19 Outbreak , Global Segments and Business Trends', 'AI in Insurance Market 2021 Sales Revenue , Grow Pricing , Industry Growth Analysis , COVID - 19 Outbreak , Global Segments and Business Trends', 'Turkey Albayrak Group files lawsuit against Microsoft , seeking $1 . 5 mln in damages']",0.7364227771759033,0.13272766768932343,0.13084955513477325
2021-01-08,211.1285400390625,219.6199951171875,220.5800018310547,217.02999877929688,218.67999267578125,22956200,0.0060926816779418,209.13102853298187,209.1103790910605,MSFT,Microsoft Corporation,"Ai In Computer Vision Market 2020 Insights , Revenue , Price and Gross Margin , Forecast 2023 | RM LAW Announces Class Action Lawsuit Against SolarWinds Corporation | RM LAW Announces Class Action Lawsuit Against SolarWinds Corporation | Notice of Lead Plaintiff Deadline for Shareholders in the SolarWinds Corporation Class Action Lawsuit | Deadline Reminder : Law Offices of Howard G . Smith Reminds Investors of Looming Deadline in the Class Action Lawsuit Against SolarWinds Corporation ( SWI ) ","['Ai In Computer Vision Market 2020 Insights , Revenue , Price and Gross Margin , Forecast 2023', 'RM LAW Announces Class Action Lawsuit Against SolarWinds Corporation', 'RM LAW Announces Class Action Lawsuit Against SolarWinds Corporation', 'Notice of Lead Plaintiff Deadline for Shareholders in the SolarWinds Corporation Class Action Lawsuit', 'Deadline Reminder : Law Offices of Howard G . Smith Reminds Investors of Looming Deadline in the Class Action Lawsuit Against SolarWinds Corporation ( SWI )']",0.9298785328865051,0.022371521219611168,0.047749944031238556
2021-01-11,209.08090209960935,217.4900054931641,218.91000366210935,216.72999572753903,218.47000122070312,23031300,-0.0096985369153514,209.11849692463875,209.10769936456492,MSFT,Microsoft Corporation,"Microsoft Corporation ( NASDAQ : MSFT )- Stocks in Volatile Measures : AK Steel Holding ( NYSE : AKS )  | LAWSUITS FILED AGAINST BABA , SWI and GDRX - Jakubowitz Law Pursues Shareholders Claims","['Microsoft Corporation ( NASDAQ : MSFT )- Stocks in Volatile Measures : AK Steel Holding ( NYSE : AKS )', 'LAWSUITS FILED AGAINST BABA , SWI and GDRX - Jakubowitz Law Pursues Shareholders Claims']",0.7550594210624695,0.025274720042943954,0.21966582536697388
2021-01-12,206.619873046875,214.92999267578125,217.1000061035156,213.32000732421875,216.5,23249300,-0.011770702288064,208.4938409551978,208.88153333568405,MSFT,Microsoft Corporation,"Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects | Blockchain IoT Market Will Hit Big Revenues In Future | Microsoft , Intel , Amazon | Blockchain IoT Market Will Hit Big Revenues In Future | Microsoft , Intel , Amazon | Blockchain IoT Market Will Hit Big Revenues In Future | Microsoft , Intel , Amazon | Microsoft announces quarterly earnings release date","['Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects', 'Blockchain IoT Market Will Hit Big Revenues In Future', 'Microsoft , Intel , Amazon', 'Blockchain IoT Market Will Hit Big Revenues In Future', 'Microsoft , Intel , Amazon', 'Blockchain IoT Market Will Hit Big Revenues In Future', 'Microsoft , Intel , Amazon', 'Microsoft announces quarterly earnings release date']",0.5894805788993835,0.28826138377189636,0.12225804477930069
2021-01-13,207.9753570556641,216.33999633789065,216.75999450683597,213.92999267578125,214.0200042724609,20087100,0.0065602789741407,208.3642199803144,208.79915367386403,MSFT,Microsoft Corporation,"Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects | Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects | Affective Computing Market Will Generate Record Revenue By 2026 | GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft | Affective Computing Market Will Generate Record Revenue By 2026 | GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft | Affective Computing Market Will Generate Record Revenue By 2026 | GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft","['Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects', 'Artificial Intelligence ( AI ) in Supply Chain Market 2021 Key Findings , Regional Study , Industry Profit Growth , Emerging Audience , Business Trends and Future Prospects', 'Affective Computing Market Will Generate Record Revenue By 2026', 'GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft', 'Affective Computing Market Will Generate Record Revenue By 2026', 'GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft', 'Affective Computing Market Will Generate Record Revenue By 2026', 'GestureTek , Numenta , Pyreos , Eyesight , IBM , Microsoft']",0.5526027679443359,0.4470752775669098,0.00032197701511904597
2021-01-14,204.78375244140625,213.0200042724609,217.4600067138672,212.7400054931641,215.91000366210935,29480800,-0.0153460710895838,207.46910309558731,208.43411719818607,MSFT,Microsoft Corporation,"Apple Inc . ( NASDAQ : AAPL ), HYUNDAI MOTOR REG S ( HYMTF ) - Study : Investors Say Tesla , Apple And Microsoft Were 2020 Top Stocks | CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth â Consumer Electronics Net | CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth | Bragar Eagel & Squire , P . C . Reminds Investors That Class Action Lawsuits Have Been Filed Against Triterras , Restaurant Brands International , CD Projekt , and SolarWinds and Encourages Investors to Contact the Firm | Bragar Eagel & Squire , P . C . Reminds Investors That Class Action Lawsuits Have Been Filed Against Triterras , Restaurant Brands International , CD Projekt , and SolarWinds and Encourages Investors to Contact the Firm","['Apple Inc . ( NASDAQ : AAPL ), HYUNDAI MOTOR REG S ( HYMTF ) - Study : Investors Say Tesla , Apple And Microsoft Were 2020 Top Stocks', 'CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth â\x80\x93 Consumer Electronics Net', 'CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth', 'Bragar Eagel & Squire , P . C . Reminds Investors That Class Action Lawsuits Have Been Filed Against Triterras , Restaurant Brands International , CD Projekt , and SolarWinds and Encourages Investors to Contact the Firm', 'Bragar Eagel & Squire , P . C . Reminds Investors That Class Action Lawsuits Have Been Filed Against Triterras , Restaurant Brands International , CD Projekt , and SolarWinds and Encourages Investors to Contact the Firm']",0.570972740650177,0.4287591576576233,0.00026818414335139096
2021-01-15,204.42800903320312,212.6499938964844,214.50999450683597,212.02999877929688,213.5200042724609,31746500,-0.0017371661763299,206.7088295799913,208.069925546824,MSFT,Microsoft Corporation,"Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023 | Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023 | Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023 | CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth | CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth","['Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023', 'Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023', 'Retail Analytics Market 2021 Emerging Audience , COVID - 19 Pandemic Impact , Segments , Sales Profits and Comprehensive Research till 2023', 'CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth', 'CI Security Adds Chief Revenue Officer & Vice President of Security Operations to Fuel Growth']",0.5999850034713745,0.40000754594802856,7.469971023965627e-06
