Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,Headlines,Headline_List,negative,neutral,positive
2021-01-04,210.42111206054688,217.75999450683597,220.25,214.2400054931641,220.25,10318300,,210.42111206054688,210.42111206054688,V,VISA Inc.,US work visa ban extended until March 31 by Trump | Trump Extends his Visa  Pause  Through March 2021,"['US work visa ban extended until March 31 by Trump', 'Trump Extends his Visa  Pause  Through March 2021']",0.9916820526123047,0.00017735367873683572,0.008140567690134048
2021-01-05,207.28060913085935,214.50999450683597,218.4600067138672,213.63999938964844,216.30999755859372,6869700,-0.0149248471264796,209.635986328125,210.13561179421163,V,VISA Inc.,,[],0.0,1.0,0.0
2021-01-06,205.45428466796875,212.6199951171875,216.1699981689453,212.07000732421875,213.8000030517578,7206200,-0.0088108794669627,208.59056091308597,209.7100366009168,V,VISA Inc.,YouTrip Inks Six - Year Partnership with Visa to Expand its Footprint in Southeast Asia,['YouTrip Inks Six - Year Partnership with Visa to Expand its Footprint in Southeast Asia'],0.999592125415802,0.00040324858855456114,4.637214715330629e-06
2021-01-07,206.6042022705078,213.80999755859372,215.22000122070312,212.1999969482422,212.1999969482422,10967900,0.0055969511874498,208.0939712524414,209.4276880254251,V,VISA Inc.,Expired UAE visit visas valid till January 26 | E - wallet YouTrip ties up with Visa as it looks to enter PHL mart,"['Expired UAE visit visas valid till January 26', 'E - wallet YouTrip ties up with Visa as it looks to enter PHL mart']",0.9998759031295776,7.228853519336553e-06,0.00011682148033287376
2021-01-08,208.1889190673828,215.4499969482422,216.1199951171875,212.75,214.1699981689453,6513000,0.0076703028276265,208.1177082061768,209.31507266560308,V,VISA Inc.,UAE Golden Visa : Barcelona legend gets long - term residence | UAE Golden Visa : Barcelona legend gets long - term residence,"['UAE Golden Visa : Barcelona legend gets long - term residence', 'UAE Golden Visa : Barcelona legend gets long - term residence']",0.9999691247940063,2.2603426259593107e-05,8.170382898242678e-06
2021-01-11,205.7152099609375,212.88999938964844,214.8600006103516,212.47999572753903,213.9600067138672,7353100,-0.0118820402042851,207.51708364486691,208.9878124197244,V,VISA Inc.,"Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer | Visa proposes common protocol for offline payments","['Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer', 'Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer', 'Visa Promotes Kelly Mahon Tullier to Executive Vice President , Chief Legal and Administrative Officer', 'Visa proposes common protocol for offline payments']",0.9998953342437744,2.6144816729356535e-06,0.00010197246592724696
2021-01-12,201.821044921875,208.8600006103516,212.7899932861328,207.47000122070312,212.33999633789065,9331600,-0.0189298838904616,206.09307396411896,208.3362881017381,V,VISA Inc.,"Visa and Plaid Abandon Merger After Antitrust Division Suit to Block | OPA | Visa Abandons Planned Acquisition of Plaid After DOJ Challenge | Visa , Plaid call off merger following antitrust pressure | Visa , Plaid terminate merger pact after U . S . antitrust lawsuit | Visa and Plaid call off $5 . 3 billion merger after Justice Department objection","['Visa and Plaid Abandon Merger After Antitrust Division Suit to Block', 'OPA', 'Visa Abandons Planned Acquisition of Plaid After DOJ Challenge', 'Visa , Plaid call off merger following antitrust pressure', 'Visa , Plaid terminate merger pact after U . S . antitrust lawsuit', 'Visa and Plaid call off $5 . 3 billion merger after Justice Department objection']",0.6638132333755493,0.007877285592257977,0.3283095061779022
2021-01-13,202.29449462890625,209.3500061035156,211.0,208.6300048828125,209.41000366210935,6688500,0.0023458886917095,205.14342913031575,207.78703414966247,V,VISA Inc.,"Visa , Mastercard stocks get upgrades at Jefferies | Visa and Plaid Announce Mutual Termination of Merger Agreement | Visa , Plaid Terminate $5 . 3 Bln Merger Agreement Due To U . S . Antitrust Lawsuit | Visa , Plaid call off $5 . 3 billion merger following antitrust pressure | Visa Inc . ( NYSE : V ) - Visa Calls Off $5 . 3B Merger Deal With Plaid Over DOJ Lawsuit","['Visa , Mastercard stocks get upgrades at Jefferies', 'Visa and Plaid Announce Mutual Termination of Merger Agreement', 'Visa , Plaid Terminate $5 . 3 Bln Merger Agreement Due To U . S . Antitrust Lawsuit', 'Visa , Plaid call off $5 . 3 billion merger following antitrust pressure', 'Visa Inc . ( NYSE : V ) - Visa Calls Off $5 . 3B Merger Deal With Plaid Over DOJ Lawsuit']",0.7566860318183899,0.017678383737802505,0.2256355732679367
2021-01-14,195.0569305419922,201.8600006103516,211.2100067138672,201.72999572753903,210.57000732421875,12887500,-0.0357773655688989,202.62180448323488,206.62975200351065,V,VISA Inc.,"Financial Daily Dose 1 . 13 . 2021 | Top Story : Visa Jettisons Plaid Takeover After DOJ Antitrust Challenge | Robins Kaplan LLP | Dubai agreement to issue special visas , residency permits | Power Moves | Editorial Shakeup at Dazed , Valentino Taps Visa Executive","['Financial Daily Dose 1 . 13 . 2021', 'Top Story : Visa Jettisons Plaid Takeover After DOJ Antitrust Challenge', 'Robins Kaplan LLP', 'Dubai agreement to issue special visas , residency permits', 'Power Moves', 'Editorial Shakeup at Dazed , Valentino Taps Visa Executive']",0.7880293726921082,0.21012432873249054,0.0018463077722117305
2021-01-15,194.7960205078125,201.58999633789065,203.25999450683597,200.42999267578125,201.5399932861328,8755000,-0.0013376096581377,200.6653584893793,205.5539582311744,V,VISA Inc.,Woman falsely accused Houston detention center of rape in ploy to get visa | Woman falsely accused Houston detention center of rape in ploy to get visa,"['Woman falsely accused Houston detention center of rape in ploy to get visa', 'Woman falsely accused Houston detention center of rape in ploy to get visa']",0.00020199980644974858,4.682168309955159e-06,0.9997933506965637
