Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,Headlines,Headline_List,negative,neutral,positive
2021-01-04,34.21503829956055,41.5,42.25,41.0,41.45000076293945,27764700,,34.21503829956055,34.21503829956055,XOM,Exxon Mobil Corporation,"Jet Kerosene Market Swot Analysis by Key Players : Shell , Air BP , Chevron | Egypt signs 1 - bln - USD deals for oil , gas exploration | Hellenic Shipping News Worldwide | How The Oil And Gas Sector Fared In 2020","['Jet Kerosene Market Swot Analysis by Key Players : Shell , Air BP , Chevron', 'Egypt signs 1 - bln - USD deals for oil , gas exploration', 'Hellenic Shipping News Worldwide', 'How The Oil And Gas Sector Fared In 2020']",0.997124195098877,0.0003635706671047956,0.002512217266485095
2021-01-05,35.863956451416016,43.5,44.79999923706055,41.83000183105469,41.84000015258789,44035100,0.0481927898901883,34.627267837524414,34.36493994972923,XOM,Exxon Mobil Corporation,"Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023 | Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023 | Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023 | Heat Transfer Fluids Market - Global Industry Analysis , Size , Share , Trends , Growth and Forecast 2021 | Heat Transfer Fluids Market - Global Industry Analysis , Size , Share , Trends , Growth and Forecast 2021","['Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023', 'Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023', 'Ethylene Oxide Market Size Estimation , Price Trends , Sales , Industry Latest News , and Consumption by Forecast to 2023', 'Heat Transfer Fluids Market - Global Industry Analysis , Size , Share , Trends , Growth and Forecast 2021', 'Heat Transfer Fluids Market - Global Industry Analysis , Size , Share , Trends , Growth and Forecast 2021']",0.9999912977218628,2.428063453407958e-06,6.2160552261048e-06
2021-01-06,36.77910614013672,44.61000061035156,45.09999847412109,43.70000076293945,44.40999984741211,36484800,0.0255172540698467,35.16522741317749,34.584409603402634,XOM,Exxon Mobil Corporation,"Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )  | Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )  | Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )  | Covid - 19 Analysis on Mining Chemicals Market | Extensive use of mining chemicals in cement manufacturing to drive the global demand | High - Density Polyethylene Market : Covid - 19 Outbreak | Global Industry Size , Share , Growth Factor , Development Opportunities and Regional Demand by 2023","['Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )', 'Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )', 'Linear Low Density Polyethylene ( LLDP ) Market Report - Comprehensive Analysis on Global Market by Company , by Dynamics , by Region , by Type , and by Application ( 2020 - 2027 )', 'Covid - 19 Analysis on Mining Chemicals Market', 'Extensive use of mining chemicals in cement manufacturing to drive the global demand', 'High - Density Polyethylene Market : Covid - 19 Outbreak', 'Global Industry Size , Share , Growth Factor , Development Opportunities and Regional Demand by 2023']",0.7888315916061401,0.21115632355213165,1.2122114640078507e-05
2021-01-07,37.06767654418945,44.959999084472656,45.56999969482422,44.52999877929688,45.0,29528100,0.0078460417975687,35.64083969593048,34.81016114347416,XOM,Exxon Mobil Corporation,Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns,"['Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns']",4.553116106364996e-09,1.0,5.700929506247121e-09
2021-01-08,37.47990036010742,45.459999084472656,45.81999969482422,44.95000076293945,45.20000076293945,28628200,0.0111208431266671,36.10060486197472,35.05286470862264,XOM,Exxon Mobil Corporation,Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns | Exxon Mobil : A Dividend Champion With High Potential Returns,"['Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns', 'Exxon Mobil : A Dividend Champion With High Potential Returns']",4.553116106364996e-09,1.0,5.700929506247121e-09
2021-01-11,38.617652893066406,46.84000015258789,47.13999938964844,44.75,45.040000915527344,38246200,0.0303563382513678,36.72986686974764,35.376936361753884,XOM,Exxon Mobil Corporation,"Exxon Mobil Corporation ( NYSE : XOM ), Chevron Corporation ( NYSE : CVX ) - Morgan Stanley Upgrades Exxon Mobil For Improving FCF Outlook , Dividend Sustainability | PXD : Pioneer Natural Resources : An Oil and Gas Stock Worth Buying","['Exxon Mobil Corporation ( NYSE : XOM ), Chevron Corporation ( NYSE : CVX ) - Morgan Stanley Upgrades Exxon Mobil For Improving FCF Outlook , Dividend Sustainability', 'PXD : Pioneer Natural Resources : An Oil and Gas Stock Worth Buying']",0.49187150597572327,0.5034829378128052,0.004645536188036203
2021-01-12,39.475093841552734,47.880001068115234,48.16999816894531,46.90999984741211,47.459999084472656,36915100,0.0222033418462952,37.41617361269891,35.74949613264469,XOM,Exxon Mobil Corporation,"White Oil Market 2021 Industry Status and Global Outlook â Bharat Petroleum Corporation Ltd . ( BPCL ), British Petroleum | Ethylene Market Size to Reach USD 245 , 005 Million by 2027 ; Surging Consumption of LDPE and HDPE to Augment Growth , states Fortune Business Insightsâ¢ - Press Release","['White Oil Market 2021 Industry Status and Global Outlook â\x80\x93 Bharat Petroleum Corporation Ltd . ( BPCL ), British Petroleum', 'Ethylene Market Size to Reach USD 245 , 005 Million by 2027 ; Surging Consumption of LDPE and HDPE to Augment Growth , states Fortune Business Insightsâ\x84¢ - Press Release']",0.5072457194328308,0.49273326992988586,2.0942748960806057e-05
2021-01-13,39.920291900634766,48.41999816894531,48.709999084472656,47.68999862670898,48.52999877929688,29000300,0.0112779480871911,38.04220318468288,36.12865938428015,XOM,Exxon Mobil Corporation,"Future Market Insights Revises Industrial Lubricants Market Forecast , as COVID - 19 Pandemic Continues to Expand Quickly | Exxon Mobil On Track for Longest Winning Streak Since September 2019 Data Talk | Exxon Mobil Corporation ( NYSE : XOM ) - 4 Reasons Why JPMorgan Upgraded ExxonMobil","['Future Market Insights Revises Industrial Lubricants Market Forecast , as COVID - 19 Pandemic Continues to Expand Quickly', 'Exxon Mobil On Track for Longest Winning Streak Since September 2019 Data Talk', 'Exxon Mobil Corporation ( NYSE : XOM ) - 4 Reasons Why JPMorgan Upgraded ExxonMobil']",0.0635000541806221,0.9356515407562256,0.0008483869023621082
2021-01-14,41.47853088378906,50.310001373291016,51.08000183105469,48.5,48.5,35474800,0.0390337572438823,38.90128510945942,36.61501133878096,XOM,Exxon Mobil Corporation,"Aromatics Manufacturing Market Analysis , Trends , Growth , Size , Share and Forecast 2020 to 2026 | Mining Chemicals Market | Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023 | Mining Chemicals Market | Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023 | Mining Chemicals Market | Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023 | Global Offshore Lubricants Analysis , Environmental Protection Agency , drilling and production sectors , Size , Share , Growth , Trends and Forecast 2016 - 2023","['Aromatics Manufacturing Market Analysis , Trends , Growth , Size , Share and Forecast 2020 to 2026', 'Mining Chemicals Market', 'Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023', 'Mining Chemicals Market', 'Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023', 'Mining Chemicals Market', 'Global Size , Share , Trends , Covid - 19 Analysis , Growth Factors , Key Players Analysis , Opportunity Assessment and Regional Forecast to 2023', 'Global Offshore Lubricants Analysis , Environmental Protection Agency , drilling and production sectors , Size , Share , Growth , Trends and Forecast 2016 - 2023']",0.9992120265960693,0.0003077306319028139,0.0004802166367881
2021-01-15,39.48333358764648,47.88999938964844,49.08000183105469,47.290000915527344,48.90999984741211,42411300,-0.0481019277595088,39.04679722900619,36.87576790685964,XOM,Exxon Mobil Corporation,"Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil | Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil | Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil | Polyethylene market | Covid - 19 Analysis , Share , Global Size , Business Growth , Trend , Top Key Players , Demand and Comprehensive Research Study by 2023 | Polyethylene market | Covid - 19 Analysis , Share , Global Size , Business Growth , Trend , Top Key Players , Demand and Comprehensive Research Study by 2023","['Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil', 'Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil', 'Oil Sands Market SWOT Analysis by Key Players - Husky Energy , Gulfport Energy , ExxonMobil', 'Polyethylene market', 'Covid - 19 Analysis , Share , Global Size , Business Growth , Trend , Top Key Players , Demand and Comprehensive Research Study by 2023', 'Polyethylene market', 'Covid - 19 Analysis , Share , Global Size , Business Growth , Trend , Top Key Players , Demand and Comprehensive Research Study by 2023']",0.9994354844093323,0.0003111780097242445,0.00025339541025459766
